	Text
152	به همین دلیل سونی در نهایت تصمیم به خرید سهام اریکسون گرفت و با هزینه ای بالغ بر 1.47 میلیارد دلار،  برند اریکسون را که بیش از یک دهه یدک می کشید حذف کرد و نام بخش مربوط به موبایل خود را از Sony Ericcson به Sony و بطور کاملتر به Sony Mobile Communications تغییر دارد.
2784	کمینه‌ی فاصله‌ی فوکوس این لنز در مود ماکرو 5 سانتی متر است که عالیست.
2654	آدیو جک 3.5 میلی متری نیز در لبه‌ی بالا و پورت micro USB در لبه‌ی پایینی گوشی جایگذاری شده اند.
395	به جز گوشه‌های نسبتاً گردتر،  G6 خیلی شبیه به مدل های پیشین خود به نظر می رسد.
2580	با این حال کیفیت عکس‌ها معمولی هستند.
146	این در حالیست که بیشتر دوربین های موجود در بازار از کارت های حافظه ی بزرگتر SD بهره می برند.
5189	بسيار شيک و قدرتمنده و نسبت به قيمتش از نوت2 بهتره.
3053	این تبلت در کنار سه تبلت دیگر 7 و 10 اینچی هواوی،  همگی نمایندگانی شایسته برای هواوی در بازار هستند که از اعتبار این کمپانی چینی دفاع می‌نمایند.
6591	همونطور که مهندسان اپل در کنفرانس ِ معرفي گفتن،  در اين يکي دو سال،  آيپاد تاچ و به تبع ِ اون آيپاد تاچ نسل 4 ،  محبوب ترين دستگاه پخش موزيک و حتي بازي در بين کاربران بوده.
680	پاسخ این سوال مثبت است.
4951	"من 3 ماهه که الايت دارم خيلي حال کردم با اين کنسول ساعت زيادي هم باهاش بازي ميکنم و خدارو شکر هيچ مشکلي نداشتم  هم گرافيک راضي کننده  اي داره هم دسته هاش خوش دست ترند در بازي فوتبالش از بازي گرزش هم که هر چي بگيم کمه اونم به صورت شبکه تاز ه شماره 3 اونم اومده 
"
3718	ولي دوست داشتم آنقدر اپل براي مشتريان ارزش قائل شود که رضايت آنها را مهم تصور کند.
793	تصور کنید که همه کتاب‌ها و جزوات درسیتان را یکجا در قالب یک دستگاه بتوانید جمع آوری کنید،  همیشه و در هر جا همراه داشته باشید و هر زمان که وقت و حوصله دارید به آن‌ها رسیدگی کنید.
34	بخش اول مدل‌های ارزان‌تر هستند که از پردازشگرهای آنبرد Intel HD سری‌های 3000 و 4000 استفاده می‌کنند.
794	و یا همزمان با مطالعه،  در اینترنت هم گشت و گذار و جستجو نمایید .
320	همچنین یک پایه ی نگهدارنده نیز برای آن وجود دارد که می توان از آن به صورت عمودی استفاده کرد.
4021	ولي در کل ارزش خريدشو داره.
7109	بازي‌هاي XBOXجهت اجرا بر روي ۳۶۰ احتياج به آپديت و پچ شدن دارند و تنها آن دسته از بازي‌هايي که توسط خود مايکروسافت مشخص شده‌اند قادر به اجرا شدن مي‌باشند.
3178	لپ تاپي بسيار خوب !
3799	با تشکر از سايت خوب دي جي کالا
5005	بچه هاي Xbox 360 برن Crysis 2 رو اجرا کنن که داره مياد،  متاسفانه به خاطر ضعف پردازنده و حجم پردازش بالا تو اين بازي رو حالت 3D روي 360 اجرا نميشه،  براي ماکروسافت با اين سياست هاي عجولانش واقعا متاسفم که چنين کنسولي آورده،  در ضمن فقط سري جديد اين دستگاه 360 slim مي تونه اينو اجرا کنه چون يکم کمتر داغ ميکنه و سه چراغه نميشه D:
1862	در پایین صفحه نمایش،  همانند گوشی Galaxy S II کلید سخت افزاری Home به همراه دو کلید لمسی Menu و Back قرار دارد.
6284	)بگذريم.
4130	فبلت خوبي همه چيزش کامل .
4640	نه دوربين هاي رقيب.
6694	فقط دوست درين بشينين صبح تا شب به صفحه نمايشش نگاه کنين.
3746	اما واقعيت چيز ديگري است؛ در واقع برتري اپل اول از همه در سيستم عامل منحصر به فرد اوست.
1291	برخلاف دوربین X100،  این دوربین از شاتر سنتی Focal Plane بهره می‌برد که اصولا شاتر پر سر و صداتری است.
2605	این میزان تراکم پیکسلی بر روی تبلت های 10.1 اینچی مقدار استانداردی است و برای انجام کارهای مختلف،  بسیار مناسب است.
6331	کار اصلي تبلت چيزهاي ديگه هست !
6856	قابليت جيوتگ براي ويديو .
2476	پهنای این گوشی کاملاً در تضاد با اعتقاد اپل مبنی بر سایز 3.5 الی 4 اینچ استاندارد صفحه نمایش برای کار با یک دست است .
4303	همونطور که مي دونين اپل پردازنده 2 هسته اي داره که با وجود ios باعث قدرت بسيار زياد اون در اجراي هر برنامه و با هر شرايطي مي شه ولي ايسوس TF700T داراي يه پردازنده تک هسته اي معمولي به علاوه يه پردازنده بسيار قدرتمند 4 هسته ايه.
6840	وقتي اين گوشي را به هدفون متصل مي کنيم ،  صداي ها و نويز هاي اضافي صدا کمي افزايش پيدا مي کند اما باز هم در مجموع مي توان نمره اي بالاتر از حد ميانگين به آن اختصاص دارد .
6071	من آيفونم رو به قيمت کمتر فروختم و رفتم گالاکسي SIII خريدم چيزي فراتر از گوشي،  يک دوست،  همراه بدون محدوديت،  و در کل بسيار راضي هستم از اين انتخابم
374	این در حالیست که اکنون دوربین های بریج زیادی با توانایی زوم 50 برابر به بازار آمده اند.
6029	قطعا کسايي که وضع خوبي داشتن از گوشي هاي Apple استفاده مي کردن ( iPhone/3g/3gs/4/4s ) ولي کمتر بودن .
3657	گوشي فوق العاده خوب با سرعت پردازش بسيار بالا مخصوصا براي کساني مثل من که هميشه با اينترنت و ايميل سروکار دارند.
5011	تنها برتري xbox قيمت بازيهاشه.
1319	از همه جالب تر اینکه شما می توانید به راحتی و به طور کامل بین استفاده از چشمی اپتیکال و الکترونیکی سویچ کنید تا به طور کامل تصویر یک چشمی الکترونیکی با رزولوشن 1,440,000 پیکسل برای شما به نمایش در آید.
4426	من اين گوشي را خريدم ولي از هزينه ام راضيم و ممکن نبود دستگاه ديگري بتواند اينگونه بنده را ارضاء نمايد.
3049	باتری باتری استفاده شده در این تبلت یک باتری لیتیوم پلیمری 6600 میلی آمپر ساعتی است.
6649	حالا اين گوشي دقيقا امکانات Sony Ericsson Xperia Arc S رو با اين ابعاد فراهم کرده.
603	ولی در حالت تبلت،  برای عکاسی می‌توان از دوربین اصلی خود گوشی استفاده نمود.
