Keywords	Targets	Text	Value
[{'Position': ['10', '16'], 'Value': '+', 'Text': 'مناسبش'}, {'Position': ['33', '37'], 'Value': '+', 'Text': 'قويش'}, {'Position': ['48', '52'], 'Value': '+', 'Text': 'خوبي'}]	[{'Position': ['22', '32'], 'Value': '', 'Text': 'سخت\u200cافزاري', 'RelationText': 'سخت\u200cافزار', 'Opinions': [{'Position': ['33', '37'], 'Value': '+', 'Text': 'قويش'}]}, {'Position': ['5', '9'], 'Value': '', 'Text': 'رابط', 'RelationText': 'رابط ال جي', 'Opinions': [{'Position': ['10', '16'], 'Value': '+', 'Text': 'مناسبش'}]}]	و با رابط مناسبش ،  و سخت‌افزاري قويش،  گزينه ي خوبي براي تازه کارها،  و حرفه اي هاست.	+1
[]	[]	براي دستان کوچک و خانوم ها (بعنوان گوشي اصلي) پيشنهاد نميشه و بيشتر بايد به چشم تبلت 5 اينچي بهش نگاه کنند.	0
[]	[]	ممنون.	0
[{'Position': ['114', '124'], 'Value': '+', 'Text': 'خوش\u200cدست\u200cتر'}]	[]	"با سلام آدم ميره يه optimus 4x hd ميخره چون امکاناتش با اين گوشي برابره تازه صفحه نمايشش هم خيلي بهتره  و خيلي هم خوش‌دست‌تر 
"	0
[{'Position': ['0', '10'], 'Value': '+', 'Text': 'خوشگل\u200cترين'}]	[{'Position': ['11', '15'], 'Value': '', 'Text': 'فبلت', 'RelationText': 'فبلت', 'Opinions': [{'Position': ['0', '10'], 'Value': '+', 'Text': 'خوشگل\u200cترين'}]}]	خوشگل‌ترين فبلت جهان .	+2
[{'Position': ['18', '30'], 'Value': '+', 'Text': 'واقعاً عاليه'}, {'Position': ['77', '86'], 'Value': '+', 'Text': 'خيلي حساس'}, {'Position': ['89', '94'], 'Value': '+', 'Text': 'رواني'}, {'Position': ['123', '128'], 'Value': '+', 'Text': 'بهتري'}, {'Position': ['152', '161'], 'Value': '+', 'Text': 'خيلي سريع'}, {'Position': ['255', '260'], 'Value': '+', 'Text': 'عاليه'}, {'Position': ['342', '353'], 'Value': '+', 'Text': 'خيلي زيباست'}, {'Position': ['382', '386'], 'Value': '+', 'Text': 'راحت'}]	[{'Position': ['0', '17'], 'Value': '', 'Text': 'کيفيت صفحه نمايشش', 'RelationText': 'کيفيت صفحه نمايش', 'Opinions': [{'Position': ['18', '30'], 'Value': '+', 'Text': 'واقعاً عاليه'}]}, {'Position': ['73', '76'], 'Value': '', 'Text': 'لمس', 'RelationText': 'لمس', 'Opinions': [{'Position': ['77', '86'], 'Value': '+', 'Text': 'خيلي حساس'}, {'Position': ['89', '94'], 'Value': '+', 'Text': 'رواني'}]}, {'Position': ['119', '122'], 'Value': '', 'Text': 'لمس', 'RelationText': 'لمس', 'Opinions': [{'Position': ['123', '128'], 'Value': '+', 'Text': 'بهتري'}]}, {'Position': ['134', '142'], 'Value': '', 'Text': 'لود کردن', 'RelationText': 'لود کردن', 'Opinions': [{'Position': ['152', '161'], 'Value': '+', 'Text': 'خيلي سريع'}]}, {'Position': ['249', '254'], 'Value': '', 'Text': 'قيمتش', 'RelationText': 'قيمت', 'Opinions': [{'Position': ['255', '260'], 'Value': '+', 'Text': 'عاليه'}]}, {'Position': ['332', '341'], 'Value': '', 'Text': 'رنگ سفيدش', 'RelationText': 'رنگ سفيد', 'Opinions': [{'Position': ['342', '353'], 'Value': '+', 'Text': 'خيلي زيباست'}]}]	کيفيت صفحه نمايشش واقعاً عاليه اما چيزي که برام خيلي جالب‌تر بود اينه که لمس خيلي حساس و رواني داره  از ايفون 3gs خيلي لمس بهتري داره لود کردن صفحات وب خيلي سريع روش انجام ميشه  سنگيني گوشي کلاس خاصي بهش ميده  به نظر من از گالاکسي نوت چيزي کم نداره قيمتش عاليه در سايت هاي انگليسي زبان همه ازش تعريف کردند در کل يک فون تبلت واقعيه  رنگ سفيدش خيلي زيباست دوسال گارانتي هم خيالتون را راحت مي‌کنه 	+2
[{'Position': ['7', '17'], 'Value': '-', 'Text': 'خيلي ضعيفه'}]	[{'Position': ['0', '6'], 'Value': '', 'Text': 'باطريش', 'RelationText': 'باطري', 'Opinions': [{'Position': ['7', '17'], 'Value': '-', 'Text': 'خيلي ضعيفه'}]}]	باطريش خيلي ضعيفه	-2
[]	[]	تقريبا دو ماهه از اين گوشي استفاده ميکنم.	0
[{'Position': ['11', '15'], 'Value': '+', 'Text': 'عالي'}]	[{'Position': ['0', '10'], 'Value': '', 'Text': 'صفحه نمايش', 'RelationText': 'صفحه نمايش', 'Opinions': [{'Position': ['11', '15'], 'Value': '+', 'Text': 'عالي'}]}]	صفحه نمايش عالي بخصوص واسه من که pdf وکتاب زياد ميخونم.	+2
[{'Position': ['5', '9'], 'Value': '+', 'Text': 'عالي'}]	[{'Position': ['0', '4'], 'Value': '', 'Text': 'سرعت', 'RelationText': 'سرعت', 'Opinions': [{'Position': ['5', '9'], 'Value': '+', 'Text': 'عالي'}]}]	سرعت عالي.	+2
[]	[{'Position': ['0', '13'], 'Value': '', 'Text': 'امکانات جانبي', 'RelationText': 'امکانات جانبي', 'Opinions': [{'Position': ['20', '25'], 'Value': '', 'Text': 'متوسط'}]}]	امکانات جانبي در حد متوسط.	0
[]	[{'Position': ['0', '6'], 'Value': '', 'Text': 'دوربين', 'RelationText': 'دوربين', 'Opinions': [{'Position': ['13', '18'], 'Value': '', 'Text': 'متوسط'}]}]	دوربين کيفيت متوسط.	0
[{'Position': ['8', '13'], 'Value': '-', 'Text': 'نداره'}]	[]	جاي قلم نداره پس داشتنشو فراموش کنيد.	-1
[{'Position': ['32', '36'], 'Value': '+', 'Text': 'عالي'}]	[{'Position': ['8', '18'], 'Value': '', 'Text': 'سخت\u200cافزاري', 'RelationText': 'سخت\u200cافزار', 'Opinions': [{'Position': ['32', '36'], 'Value': '+', 'Text': 'عالي'}]}, {'Position': ['21', '31'], 'Value': '', 'Text': 'نرم\u200cافزاري', 'RelationText': 'نرم\u200cافزار', 'Opinions': [{'Position': ['32', '36'], 'Value': '+', 'Text': 'عالي'}]}]	امکانات سخت‌افزاري و نرم‌افزاري عالي.	+2
[{'Position': ['0', '10'], 'Value': '+', 'Text': 'بسيار زيبا'}]	[]	بسيار زيبا بايد از نزديک ببينيد زيبايشو.	+2
[]	[]	باطري ميتونست قوي تر باشه واسه من که همش دارم کتاب ميخونم 16 ساعت جواب داد.	0
[{'Position': ['41', '45'], 'Value': '+', 'Text': 'خوبي'}]	[{'Position': ['36', '40'], 'Value': '', 'Text': 'قيمت', 'RelationText': 'قيمت', 'Opinions': [{'Position': ['41', '45'], 'Value': '+', 'Text': 'خوبي'}]}]	نسبت به مدل هاي مشابه با برند مختلف قيمت خوبي داره.	+1
[{'Position': ['8', '18'], 'Value': '+', 'Text': 'خيلي راضيم'}]	[{'Position': ['4', '7'], 'Value': '', 'Text': 'ازش', 'RelationText': 'گوشی', 'Opinions': [{'Position': ['8', '18'], 'Value': '+', 'Text': 'خيلي راضيم'}]}]	کلا ازش خيلي راضيم.	+2
[]	[]	جالب اينه بعد از من 3 نفر از بچه هاي دانشگاه رفتن بدون ترديد خريدنش.	0
[{'Position': ['62', '67'], 'Value': '+', 'Text': 'عاليه'}]	[]	"منم به احتمال زياد پس فردا يکي ميخرم
به نظرم با توجه به قيمتش عاليه!"	+2
[{'Position': ['5', '10'], 'Value': '+', 'Text': 'خوبيه'}, {'Position': ['50', '55'], 'Value': '+', 'Text': 'راضيم'}]	[{'Position': ['0', '4'], 'Value': '', 'Text': 'گوشي', 'RelationText': 'گوشي', 'Opinions': [{'Position': ['5', '10'], 'Value': '+', 'Text': 'خوبيه'}]}, {'Position': ['56', '59'], 'Value': '', 'Text': 'ازش', 'RelationText': 'گوشي', 'Opinions': [{'Position': ['50', '55'], 'Value': '+', 'Text': 'راضيم'}]}]	گوشي خوبيه،  الان دو هفته ميشه که خريدم و تا الان راضيم ازش.	+1
[{'Position': ['108', '118'], 'Value': '+', 'Text': 'خيلي خوبيه'}, {'Position': ['173', '178'], 'Value': '+', 'Text': 'راحته'}, {'Position': ['198', '203'], 'Value': '+', 'Text': 'عاليه'}, {'Position': ['213', '217'], 'Value': '+', 'Text': 'خوبه'}, {'Position': ['237', '241'], 'Value': '+', 'Text': 'خوبه'}, {'Position': ['246', '253'], 'Value': '-', 'Text': 'عيب\u200cهاش'}, {'Position': ['260', '263'], 'Value': '-', 'Text': 'عدم'}, {'Position': ['294', '302'], 'Value': '+', 'Text': 'پشتيباني'}, {'Position': ['303', '307'], 'Value': '-', 'Text': 'ضعيف'}, {'Position': ['321', '325'], 'Value': '-', 'Text': 'ضعيف'}, {'Position': ['339', '344'], 'Value': '+', 'Text': 'خوبيه'}, {'Position': ['345', '360'], 'Value': '+', 'Text': 'فوق\u200cالعاده روان'}, {'Position': ['363', '367'], 'Value': '+', 'Text': 'سريع'}, {'Position': ['390', '394'], 'Value': '-', 'Text': 'بدون'}, {'Position': ['395', '397'], 'Value': '-', 'Text': 'لگ'}, {'Position': ['422', '428'], 'Value': '+', 'Text': 'زيباشو'}, {'Position': ['457', '462'], 'Value': '+', 'Text': 'راضيم'}]	[{'Position': ['103', '107'], 'Value': '', 'Text': 'گوشي', 'RelationText': 'گوشي', 'Opinions': [{'Position': ['108', '118'], 'Value': '+', 'Text': 'خيلي خوبيه'}]}, {'Position': ['334', '338'], 'Value': '', 'Text': 'گوشي', 'RelationText': 'گوشي', 'Opinions': [{'Position': ['339', '344'], 'Value': '+', 'Text': 'خوبيه'}, {'Position': ['345', '360'], 'Value': '+', 'Text': 'فوق\u200cالعاده روان'}, {'Position': ['363', '367'], 'Value': '+', 'Text': 'سريع'}]}, {'Position': ['453', '456'], 'Value': '', 'Text': 'ازش', 'RelationText': 'گوشي', 'Opinions': [{'Position': ['457', '462'], 'Value': '+', 'Text': 'راضيم'}]}, {'Position': ['157', '166'], 'Value': '', 'Text': 'صحبت کردن', 'RelationText': 'صحبت کردن', 'Opinions': [{'Position': ['173', '178'], 'Value': '+', 'Text': 'راحته'}]}, {'Position': ['180', '190'], 'Value': '', 'Text': 'کيفيت صداي', 'RelationText': 'کيفيت صدا', 'Opinions': [{'Position': ['198', '203'], 'Value': '+', 'Text': 'عاليه'}]}, {'Position': ['205', '212'], 'Value': '', 'Text': 'دوربينش', 'RelationText': 'دوربين', 'Opinions': [{'Position': ['213', '217'], 'Value': '+', 'Text': 'خوبه'}]}, {'Position': ['219', '233'], 'Value': '', 'Text': 'کيفيت ال سيديش', 'RelationText': 'کيفيت LCD', 'Opinions': [{'Position': ['237', '241'], 'Value': '+', 'Text': 'خوبه'}]}, {'Position': ['315', '320'], 'Value': '', 'Text': 'باطري', 'RelationText': 'باطري', 'Opinions': [{'Position': ['321', '325'], 'Value': '-', 'Text': 'ضعيف'}]}, {'Position': ['416', '421'], 'Value': '', 'Text': 'طراحي', 'RelationText': 'طراحي', 'Opinions': [{'Position': ['422', '428'], 'Value': '+', 'Text': 'زيباشو'}]}]	"من الان 1 هفتست اين گوشي رو خريدم
خوب شايد نوت 2 بهتر باشه اما بايد تفاوت قيمت رو هم در نظر بگيريم
کلا گوشي خيلي خوبيه با اينکه بزرگه اما بر خلاف نظر دوستان صحبت کردن باهاش راحته، کيفيت صداي مکالمش عاليه، دوربينش خوبه، کيفيت ال سيديش هم خوبه
اما عيب‌هاش اينه:
عدم وجود شکاف براي قرار گيري قلم، پشتيباني ضعيف ال جي، باطري ضعيف
اما کلا گوشي خوبيه فوق‌العاده روان و سريع هستش و تمام بازي هارو بدون لگ بالا مياره، البته طراحي زيباشو نبايد ناديده گرفت
من که ازش راضيم"	+1
[]	[]	آقاي کورش من خودم از طرفداران الجي هستم اما بايد انصاف داشته باشيم.	0
[{'Position': ['107', '111'], 'Value': '-', 'Text': ' ضعي'}, {'Position': ['158', '167'], 'Value': '-', 'Text': ' خيلي سخت'}]	[{'Position': ['145', '151'], 'Value': '', 'Text': ' مکالم', 'RelationText': 'مکالمه', 'Opinions': [{'Position': ['158', '167'], 'Value': '-', 'Text': ' خيلي سخت'}]}]	نوت2 تنها رقيبشه اما الجي بر خلاف مدل قبلي گوشيهاش مثل 4x که خودم خريدمش يا نکسوس که واقعاً فوق العاده هستن ضعيف عمل کرده من با اين گوشي کار کردم مکالمه باهاش خيلي سخته.	-1
[{'Position': ['43', '49'], 'Value': '-', 'Text': 'ناراضي'}]	[{'Position': ['39', '42'], 'Value': '', 'Text': 'ازش', 'RelationText': 'گوشی', 'Opinions': [{'Position': ['43', '49'], 'Value': '-', 'Text': 'ناراضي'}]}]	حتي دوستم که اينو داره به خاطره ابعادش ازش ناراضي بود.	-1
[{'Position': ['109', '114'], 'Value': '-', 'Text': 'عريضه'}]	[{'Position': ['81', '85'], 'Value': '', 'Text': 'گوشي', 'RelationText': 'گوشی', 'Opinions': [{'Position': ['109', '114'], 'Value': '-', 'Text': 'عريضه'}]}]	چون بر خلاف سامسونگ که ابعادش مناسبتره و همه چيو به نسبت بزرگ کرده،  وقتي با اين گوشي کار کردم فهميدم اونقدر عريضه که به سختي ميشه باهاش کار کرد.	-1
[]	[]	باتر فلايم تازه اومده جديد تر از نوت 2 هستش پس بايد بهتر باشه.	0
[]	[]	"باتر فلاي 1سال جلوتر از نوت2 هستش
"	0
[{'Position': ['39', '45'], 'Value': '+', 'Text': 'بهترين'}]	[{'Position': ['46', '50'], 'Value': '', 'Text': 'گوشي', 'RelationText': 'گوشي', 'Opinions': [{'Position': ['39', '45'], 'Value': '+', 'Text': 'بهترين'}]}]	به نظر من  اين فبلت بعد از ال جي نکسوس بهترين گوشي سال ال جي خواهد بود	+1
[{'Position': ['34', '41'], 'Value': '+', 'Text': 'زيباييش'}]	[]	دوستان از روي تصوير نمي توانيد به زيباييش پي ببريد بايد ببينيدش	+1
[]	[]	در مورد ظاهر اين گوشي و مقايسش با نوت 2 برخلاف شما نميخوام بگم اين بهتره يا اون چون اين نظر شخصيه و اين جمله که ظاهر نوت 2 از اين مدل خيلي بهتره وقتي درسته که شما هردو مدلو از نزديک ببينين و نوت 2 ظاهرش با اس 3 فرق ميکرد و جديد و خلاقانه بود!	0
[]	[]	نظر در مورد ظاهرشونو به خود ديجيکالا ميسپرم و تو نقد و بررسي کامل ميشه پيداش کرد	0
[]	[]	در جواب آقاي بهرام ميخوام بگم اکه اينجوري به قضيه نگاه کنيم نوت 2 هم فقط از نظر قيمت از اچ تي سي باترفلاي بهتره!	0
[]	[]	"به نظرم اساسا ارزش گوشي به تناسب عملکرد و ميزان قيمتش بستگي داره نه تبليغات گسترده يا امکانات عددي روي کاغذ
"	0
[{'Position': ['40', '45'], 'Value': '+', 'Text': 'بهتره'}]	[{'Position': ['27', '31'], 'Value': '', 'Text': 'قيمت', 'RelationText': 'قيمت', 'Opinions': [{'Position': ['40', '45'], 'Value': '+', 'Text': 'بهتره'}]}]	"به نظرم اين مدل فقط از نظر قيمت از نوت2 بهتره فقط همين
"	0
[{'Position': ['21', '25'], 'Value': '+', 'Text': 'ظريف'}, {'Position': ['27', '31'], 'Value': '+', 'Text': 'دقيق'}, {'Position': ['34', '38'], 'Value': '+', 'Text': 'زيبا'}, {'Position': ['50', '56'], 'Value': '+', 'Text': 'مستحکم'}]	[{'Position': ['15', '20'], 'Value': '', 'Text': 'طراحي', 'RelationText': 'طراحي', 'Opinions': [{'Position': ['21', '25'], 'Value': '+', 'Text': 'ظريف'}, {'Position': ['27', '31'], 'Value': '+', 'Text': 'دقيق'}, {'Position': ['34', '38'], 'Value': '+', 'Text': 'زيبا'}, {'Position': ['50', '56'], 'Value': '+', 'Text': 'مستحکم'}, {'Position': ['59', '65'], 'Value': '', 'Text': 'متفاوت'}]}]	بي انصافيه اگه طراحي ظريف، دقيق و زيبا در عين حال مستحکم و متفاوت اين گوشي رو ناديده گرفت.	+1
[{'Position': ['0', '9'], 'Value': '+', 'Text': 'بسيار شيک'}, {'Position': ['12', '20'], 'Value': '+', 'Text': 'قدرتمنده'}, {'Position': ['45', '50'], 'Value': '+', 'Text': 'بهتره'}]	[]	بسيار شيک و قدرتمنده و نسبت به قيمتش از نوت2 بهتره.	+2
[]	[]	LG به نظر من بايد رو اين گوشي بيشتر کار ميکرد اگه بخوام با نوت 2 مقايسش کنم بايد بگم نوت2 خيلي از اين بهتره هم صفحه نمايشش هم سخت افزارش از اين بهتره تازه از نظر ظاهر هم نوت 2خيلي قشنگ تره.	0
